Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
xaguzman_pathfinding,org.xguzm.pathfinding,BHeap,BHeap,Magic Number,The method contains a magic number: 16,19
xaguzman_pathfinding,org.xguzm.pathfinding,BHeap,toString,Magic Number,The method contains a magic number: 32,140
xaguzman_pathfinding,org.xguzm.pathfinding.grid,NavigationGrid,getNeighbors,Complex Method,Cyclomatic complexity of the method is 11,126
xaguzman_pathfinding,org.xguzm.pathfinding.grid,NavigationGrid,lineOfSight,Magic Number,The method contains a magic number: 2,295
xaguzman_pathfinding,org.xguzm.pathfinding.grid.finders,ThetaStarGridFinder,findPath,Long Parameter List,The method has 5 parameters. ,27
xaguzman_pathfinding,org.xguzm.pathfinding.grid.finders,AStarGridFinder,findPath,Long Parameter List,The method has 5 parameters. ,26
xaguzman_pathfinding,org.xguzm.pathfinding.grid.finders,JumpPointFinder,findPath,Long Parameter List,The method has 5 parameters. ,91
xaguzman_pathfinding,org.xguzm.pathfinding.grid.finders,JumpPointFinder,identifySuccesors,Long Parameter List,The method has 5 parameters. ,101
xaguzman_pathfinding,org.xguzm.pathfinding.grid.finders,JumpPointFinder,getNeighbors,Complex Method,Cyclomatic complexity of the method is 21,142
xaguzman_pathfinding,org.xguzm.pathfinding.grid.finders,JumpPointFinder,jump,Complex Conditional,The conditional expression (grid.isWalkable(x - dx`y + dy) && !grid.isWalkable(x - dx`y)) || (grid.isWalkable(x + dx`y - dy) && !grid.isWalkable(x`y - dy)) is complex.,224
xaguzman_pathfinding,org.xguzm.pathfinding.grid.finders,JumpPointFinder,jump,Complex Conditional,The conditional expression (grid.isWalkable(x + dx`y + 1) && !grid.isWalkable(x`y + 1)) || (grid.isWalkable(x + dx`y - 1) && !grid.isWalkable(x`y - 1)) is complex.,224
xaguzman_pathfinding,org.xguzm.pathfinding.grid.finders,JumpPointFinder,jump,Complex Conditional,The conditional expression (grid.isWalkable(x + 1`y + dy) && !grid.isWalkable(x + 1`y)) || (grid.isWalkable(x - 1`y + dy) && !grid.isWalkable(x - 1`y)) is complex.,224
xaguzman_pathfinding,org.xguzm.pathfinding.grid.finders,JumpPointFinder,jump,Complex Conditional,The conditional expression dx == 0 && (grid.isWalkable(x`y + 1) || grid.isWalkable(x`y - 1)) is complex.,224
xaguzman_pathfinding,org.xguzm.pathfinding.grid.finders,JumpPointFinder,jump,Complex Conditional,The conditional expression dy == 0 && (grid.isWalkable(x + 1`y) || grid.isWalkable(x - 1`y)) is complex.,224
xaguzman_pathfinding,org.xguzm.pathfinding.grid.finders,JumpPointFinder,jump,Complex Method,Cyclomatic complexity of the method is 18,224
xaguzman_pathfinding,org.xguzm.pathfinding.grid.finders,JumpPointFinder,jump,Long Parameter List,The method has 5 parameters. ,224
