Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
emory-courses_cs323,sort.divide_conquer,MergeSort,sort,Magic Number,The method contains a magic number: 2,42
emory-courses_cs323,sort.distribution,RadixSort,RadixSort,Magic Number,The method contains a magic number: 10,30
emory-courses_cs323,sort.distribution,RadixSort,getBucketIndex,Magic Number,The method contains a magic number: 10,46
emory-courses_cs323,sort.distribution,LSDRadixSort,sort,Magic Number,The method contains a magic number: 10,45
emory-courses_cs323,sort.test,SortTest,testAccuracy,Magic Number,The method contains a magic number: 100,41
emory-courses_cs323,sort.test,SortTest,testAccuracy,Magic Number,The method contains a magic number: 100,41
emory-courses_cs323,sort.test,SortTest,testSpeed,Long Statement,The length of the statement "comp.printTotal(ITERATIONS`INIT_SIZE`MAX_SIZE`INCREMENT`OPS`RAND`new HeapSort<>()`new ShellSortKnuth<>()`new SelectionSort<>()`new InsertionSort<>());" is 150.,77
emory-courses_cs323,sort.test,SortTest,testSpeed,Magic Number,The method contains a magic number: 1000,77
emory-courses_cs323,sort.test,SortTest,testSpeed,Magic Number,The method contains a magic number: 100,77
emory-courses_cs323,sort.test,SortTest,testSpeed,Magic Number,The method contains a magic number: 3000,77
emory-courses_cs323,sort.test,SortTest,testSpeed,Magic Number,The method contains a magic number: 100,77
emory-courses_cs323,sort.test,SortTest,testOperation,Long Statement,The length of the statement "comp.printTotal(ITERATIONS`INIT_SIZE`MAX_SIZE`INCREMENT`OPS`RAND`new HeapSort<>()`new ShellSortKnuth<>()`new SelectionSort<>()`new InsertionSort<>());" is 150.,98
emory-courses_cs323,sort.test,SortTest,testOperation,Magic Number,The method contains a magic number: 1000,98
emory-courses_cs323,sort.test,SortTest,testOperation,Magic Number,The method contains a magic number: 100,98
emory-courses_cs323,sort.test,SortTest,testOperation,Magic Number,The method contains a magic number: 1000,98
emory-courses_cs323,sort.test,SortTest,testOperation,Magic Number,The method contains a magic number: 100,98
emory-courses_cs323,sort.test,SortTest,testOperation,Magic Number,The method contains a magic number: 2,98
emory-courses_cs323,dynamic.fibonacci,DFibonacci,get2p,Magic Number,The method contains a magic number: 2,31
emory-courses_cs323,dynamic.fibonacci,DFibonacci,createTable,Magic Number,The method contains a magic number: 2,39
emory-courses_cs323,dynamic.fibonacci,RFibonacci,get2p,Magic Number,The method contains a magic number: 2,23
emory-courses_cs323,dynamic.fibonacci,RFibonacci,get2p,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2441e2d3,23
emory-courses_cs323,dynamic.fibonacci,LFibonacci,get2p,Magic Number,The method contains a magic number: 2,23
emory-courses_cs323,dynamic.fibonacci,AbstractFibonacci,get,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4081622c,23
emory-courses_cs323,dynamic.knapsack.coin,Quarter,Quarter,Magic Number,The method contains a magic number: 6,26
emory-courses_cs323,dynamic.knapsack.coin,Quarter,Quarter,Magic Number,The method contains a magic number: 25,26
emory-courses_cs323,dynamic.knapsack.coin,Dollar,Dollar,Magic Number,The method contains a magic number: 8,26
emory-courses_cs323,dynamic.knapsack.coin,Dollar,Dollar,Magic Number,The method contains a magic number: 100,26
emory-courses_cs323,dynamic.knapsack.coin,Cent,Cent,Magic Number,The method contains a magic number: 3,26
emory-courses_cs323,dynamic.knapsack.coin,Nickel,Nickel,Magic Number,The method contains a magic number: 5,26
emory-courses_cs323,dynamic.knapsack.coin,Nickel,Nickel,Magic Number,The method contains a magic number: 5,26
emory-courses_cs323,dynamic.knapsack.coin,Dime,Dime,Magic Number,The method contains a magic number: 2,26
emory-courses_cs323,dynamic.knapsack.coin,Dime,Dime,Magic Number,The method contains a magic number: 10,26
emory-courses_cs323,dynamic.knapsack.coin,Half,Half,Magic Number,The method contains a magic number: 11,26
emory-courses_cs323,dynamic.knapsack.coin,Half,Half,Magic Number,The method contains a magic number: 50,26
emory-courses_cs323,dynamic.test,KnapsackTest,test,Magic Number,The method contains a magic number: 10,33
emory-courses_cs323,dynamic.test,KnapsackTest,test,Magic Number,The method contains a magic number: 100,33
emory-courses_cs323,dynamic.test,KnapsackTest,test,Magic Number,The method contains a magic number: 10,33
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 20,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 2,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 3,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 4,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 5,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 6,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 7,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 8,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 9,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 10,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 11,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 12,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 13,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 14,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 15,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 16,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 17,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 18,44
emory-courses_cs323,dynamic.test,KnapsackTest,createKnapsackItems,Magic Number,The method contains a magic number: 19,44
emory-courses_cs323,dynamic.test,FibonacciTest,compare,Magic Number,The method contains a magic number: 20,32
emory-courses_cs323,dynamic.test,HanoiTest,compare,Long Statement,The length of the statement "for (int k=1; k < 20; k++) assertEquals(recursive.solve(k`source`intermediate`destination)`dynamic.solve(k`source`intermediate`destination));" is 141.,34
emory-courses_cs323,dynamic.test,HanoiTest,compare,Magic Number,The method contains a magic number: 20,34
emory-courses_cs323,dynamic.test,HanoiTest,testSpeed,Magic Number,The method contains a magic number: 100,49
emory-courses_cs323,dynamic.test,HanoiTest,testSpeed,Magic Number,The method contains a magic number: 20,49
emory-courses_cs323,dynamic.test,HanoiTest,testSpeed,Magic Number,The method contains a magic number: 2,49
emory-courses_cs323,dynamic.lcs,DLCS,solve,Long Parameter List,The method has 5 parameters. ,30
emory-courses_cs323,dynamic.lcs,DLCS,createTable,Long Statement,The length of the statement "for (int i=1; i < N; i++) for (int j=1; j < M; j++) table[i][j]=(c[i] == d[j]) ? table[i - 1][j - 1] + 1 : Math.max(table[i - 1][j]`table[i][j - 1]);" is 149.,48
emory-courses_cs323,dynamic.hanoi,DHanoi,solve,Long Parameter List,The method has 6 parameters. ,38
emory-courses_cs323,dynamic.hanoi,RHanoi,solve,Long Parameter List,The method has 5 parameters. ,36
emory-courses_cs323,trie.test,TrieTest,test,Magic Number,The method contains a magic number: 5,29
emory-courses_cs323,trie.test,TrieTest,test,Magic Number,The method contains a magic number: 7,29
emory-courses_cs323,trie.test,TrieTest,test,Magic Number,The method contains a magic number: 5,29
emory-courses_cs323,trie.test,TrieTest,test,Magic Number,The method contains a magic number: 2,29
emory-courses_cs323,trie.test,TrieTest,test,Magic Number,The method contains a magic number: 4,29
emory-courses_cs323,utils,Utils,getMiddleIndex,Magic Number,The method contains a magic number: 2,25
emory-courses_cs323,utils,Utils,main,Magic Number,The method contains a magic number: 10,35
emory-courses_cs323,utils,UtilsTest,getMiddleIndexTest,Magic Number,The method contains a magic number: 5,26
emory-courses_cs323,utils,UtilsTest,getMiddleIndexTest,Magic Number,The method contains a magic number: 10,26
emory-courses_cs323,queue,BinaryHeap,swim,Magic Number,The method contains a magic number: 2,71
emory-courses_cs323,queue,BinaryHeap,swim,Magic Number,The method contains a magic number: 2,71
emory-courses_cs323,queue,BinaryHeap,swim,Magic Number,The method contains a magic number: 2,71
emory-courses_cs323,queue,BinaryHeap,sink,Magic Number,The method contains a magic number: 2,80
emory-courses_cs323,queue,BinaryHeap,sink,Magic Number,The method contains a magic number: 2,80
emory-courses_cs323,queue.test,PriorityQueueTest,testAccuracy,Magic Number,The method contains a magic number: 4,47
emory-courses_cs323,queue.test,PriorityQueueTest,testAccuracy,Magic Number,The method contains a magic number: 3,47
emory-courses_cs323,queue.test,PriorityQueueTest,testAccuracy,Magic Number,The method contains a magic number: 2,47
emory-courses_cs323,queue.test,PriorityQueueTest,testAccuracy,Magic Number,The method contains a magic number: 5,47
emory-courses_cs323,queue.test,PriorityQueueTest,testAccuracy,Magic Number,The method contains a magic number: 6,47
emory-courses_cs323,queue.test,PriorityQueueTest,testAccuracy,Magic Number,The method contains a magic number: 8,47
emory-courses_cs323,queue.test,PriorityQueueTest,testAccuracy,Magic Number,The method contains a magic number: 3,47
emory-courses_cs323,queue.test,PriorityQueueTest,testAccuracy,Magic Number,The method contains a magic number: 4,47
emory-courses_cs323,queue.test,PriorityQueueTest,testAccuracy,Magic Number,The method contains a magic number: 7,47
emory-courses_cs323,queue.test,PriorityQueueTest,testAccuracy,Magic Number,The method contains a magic number: 5,47
emory-courses_cs323,queue.test,PriorityQueueTest,testAccuracy,Magic Number,The method contains a magic number: 9,47
emory-courses_cs323,queue.test,PriorityQueueTest,testAccuracy,Magic Number,The method contains a magic number: 7,47
emory-courses_cs323,queue.test,PriorityQueueTest,testSpeed,Long Statement,The length of the statement "for ( long[] time : times) build.append("\t").append(Arrays.stream(time).mapToObj(Long::toString).collect(Collectors.joining("\t")));" is 133.,62
emory-courses_cs323,queue.test,PriorityQueueTest,testSpeed,Magic Number,The method contains a magic number: 1000,62
emory-courses_cs323,queue.test,PriorityQueueTest,testSpeed,Magic Number,The method contains a magic number: 10,62
emory-courses_cs323,queue.test,PriorityQueueTest,testSpeed,Magic Number,The method contains a magic number: 2,62
emory-courses_cs323,queue.test,PriorityQueueTest,testSpeed,Magic Number,The method contains a magic number: 2,62
emory-courses_cs323,queue.test,PriorityQueueTest,testSpeed,Magic Number,The method contains a magic number: 100,62
emory-courses_cs323,queue.test,PriorityQueueTest,testSpeed,Magic Number,The method contains a magic number: 1000,62
emory-courses_cs323,queue.test,PriorityQueueTest,testSpeed,Magic Number,The method contains a magic number: 100,62
emory-courses_cs323,tree.test,NodeTest,testBinaryNode,Magic Number,The method contains a magic number: 2,33
emory-courses_cs323,tree.test,NodeTest,testBinaryNode,Magic Number,The method contains a magic number: 3,33
emory-courses_cs323,tree.test,NodeTest,testBinaryNode,Magic Number,The method contains a magic number: 4,33
emory-courses_cs323,tree.test,NodeTest,testBinaryNode,Magic Number,The method contains a magic number: 5,33
emory-courses_cs323,tree.test,NodeTest,testBinaryNode,Magic Number,The method contains a magic number: 6,33
emory-courses_cs323,tree.test,NodeTest,testAVLNode,Magic Number,The method contains a magic number: 2,61
emory-courses_cs323,tree.test,NodeTest,testAVLNode,Magic Number,The method contains a magic number: 3,61
emory-courses_cs323,tree.test,NodeTest,testAVLNode,Magic Number,The method contains a magic number: 4,61
emory-courses_cs323,tree.test,NodeTest,testAVLNode,Magic Number,The method contains a magic number: 5,61
emory-courses_cs323,tree.test,NodeTest,testAVLNode,Magic Number,The method contains a magic number: 2,61
emory-courses_cs323,tree.test,NodeTest,testAVLNode,Magic Number,The method contains a magic number: 3,61
emory-courses_cs323,tree.test,NodeTest,testAVLNode,Magic Number,The method contains a magic number: 2,61
emory-courses_cs323,tree.test,NodeTest,testAVLNode,Magic Number,The method contains a magic number: 2,61
emory-courses_cs323,tree.test,NodeTest,testAVLNode,Magic Number,The method contains a magic number: 3,61
emory-courses_cs323,tree.test,NodeTest,testAVLNode,Magic Number,The method contains a magic number: 2,61
emory-courses_cs323,tree.test,NodeTest,testAVLNode,Magic Number,The method contains a magic number: 2,61
emory-courses_cs323,tree.test,NodeTest,testAVLNode,Magic Number,The method contains a magic number: 3,61
emory-courses_cs323,tree.test,TreeTest,testRedBlackTree,Magic Number,The method contains a magic number: 5,39
emory-courses_cs323,tree.test,TreeTest,testRedBlackTree,Magic Number,The method contains a magic number: 3,39
emory-courses_cs323,tree.test,TreeTest,testRedBlackTree,Magic Number,The method contains a magic number: 3,39
emory-courses_cs323,tree.test,TreeTest,testRedBlackTree,Magic Number,The method contains a magic number: 5,39
emory-courses_cs323,tree.test,TreeTest,testRedBlackTree,Magic Number,The method contains a magic number: 3,39
emory-courses_cs323,tree.test,TreeTest,testRedBlackTree,Magic Number,The method contains a magic number: 2,39
emory-courses_cs323,tree.test,TreeTest,testRedBlackTree,Magic Number,The method contains a magic number: 3,39
emory-courses_cs323,tree.test,TreeTest,testRedBlackTree,Magic Number,The method contains a magic number: 5,39
emory-courses_cs323,tree.test,TreeTest,testRedBlackTree,Magic Number,The method contains a magic number: 4,39
emory-courses_cs323,tree.test,TreeTest,testRedBlackTree,Magic Number,The method contains a magic number: 3,39
emory-courses_cs323,tree.test,TreeTest,testRedBlackTree,Magic Number,The method contains a magic number: 5,39
emory-courses_cs323,tree.test,TreeTest,testRedBlackTree,Magic Number,The method contains a magic number: 4,39
emory-courses_cs323,tree.test,TreeTest,testAVLTree,Magic Number,The method contains a magic number: 5,75
emory-courses_cs323,tree.test,TreeTest,testAVLTree,Magic Number,The method contains a magic number: 3,75
emory-courses_cs323,tree.test,TreeTest,testAVLTree,Magic Number,The method contains a magic number: 3,75
emory-courses_cs323,tree.test,TreeTest,testAVLTree,Magic Number,The method contains a magic number: 5,75
emory-courses_cs323,tree.test,TreeTest,testAVLTree,Magic Number,The method contains a magic number: 3,75
emory-courses_cs323,tree.test,TreeTest,testAVLTree,Magic Number,The method contains a magic number: 2,75
emory-courses_cs323,tree.test,TreeTest,testAVLTree,Magic Number,The method contains a magic number: 3,75
emory-courses_cs323,tree.test,TreeTest,testAVLTree,Magic Number,The method contains a magic number: 5,75
emory-courses_cs323,tree.test,TreeTest,testAVLTree,Magic Number,The method contains a magic number: 4,75
emory-courses_cs323,tree.test,TreeTest,testAVLTree,Magic Number,The method contains a magic number: 3,75
emory-courses_cs323,tree.test,TreeTest,testAVLTree,Magic Number,The method contains a magic number: 5,75
emory-courses_cs323,tree.test,TreeTest,testAVLTree,Magic Number,The method contains a magic number: 4,75
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 5,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 3,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 4,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 2,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 7,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 6,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 8,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 8,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 7,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 2,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 2,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 3,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 3,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 2,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 2,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 4,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 4,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 5,109
emory-courses_cs323,tree.test,TreeTest,testBinarySearchTree,Magic Number,The method contains a magic number: 5,109
emory-courses_cs323,tree.test,TreeTest,testAccuracy,Magic Number,The method contains a magic number: 1000,138
emory-courses_cs323,tree.test,TreeTest,testAccuracy,Magic Number,The method contains a magic number: 1000,138
emory-courses_cs323,tree.test,TreeTest,testAccuracy,Magic Number,The method contains a magic number: 1000,138
emory-courses_cs323,tree.test,TreeTest,testAccuracy,Magic Number,The method contains a magic number: 1000,138
emory-courses_cs323,tree.test,TreeTest,testAccuracy,Magic Number,The method contains a magic number: 1000,138
emory-courses_cs323,tree.test,TreeTest,testAccuracy,Magic Number,The method contains a magic number: 1000,138
emory-courses_cs323,tree.balanced,AVLTree,balance,Magic Number,The method contains a magic number: 2,44
emory-courses_cs323,tree.balanced,AVLTree,balance,Magic Number,The method contains a magic number: 2,44
emory-courses_cs323,graph.match,AbstractBlossom,findAugmentingPath,Magic Number,The method contains a magic number: 2,32
emory-courses_cs323,graph.flow,FordFulkerson,getAugmentingPath,Long Parameter List,The method has 5 parameters. ,105
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 6,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 4,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 2,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 2,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 2,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 5,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 3,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 10,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 2,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 4,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 3,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 3,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 5,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 3,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 4,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 3,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 4,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 4,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 5,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 9,28
emory-courses_cs323,graph.test,PathDijkstraTest,test,Magic Number,The method contains a magic number: 5,28
emory-courses_cs323,graph.test,MSTAllTest,test,Empty catch clause,The method has an empty catch block.,38
emory-courses_cs323,graph.test,MSTAllTest,getGraph2a,Magic Number,The method contains a magic number: 2,85
emory-courses_cs323,graph.test,MSTAllTest,getGraph3a,Magic Number,The method contains a magic number: 3,90
emory-courses_cs323,graph.test,MSTAllTest,getGraph3a,Magic Number,The method contains a magic number: 2,90
emory-courses_cs323,graph.test,MSTAllTest,getGraph3a,Magic Number,The method contains a magic number: 2,90
emory-courses_cs323,graph.test,MSTAllTest,getGraph3a,Magic Number,The method contains a magic number: 2,90
emory-courses_cs323,graph.test,MSTAllTest,getGraph3b,Magic Number,The method contains a magic number: 3,101
emory-courses_cs323,graph.test,MSTAllTest,getGraph3b,Magic Number,The method contains a magic number: 2,101
emory-courses_cs323,graph.test,MSTAllTest,getGraph3b,Magic Number,The method contains a magic number: 2,101
emory-courses_cs323,graph.test,MSTAllTest,getGraph3b,Magic Number,The method contains a magic number: 2,101
emory-courses_cs323,graph.test,MSTAllTest,getGraph3b,Magic Number,The method contains a magic number: 2,101
emory-courses_cs323,graph.test,MSTAllTest,getGraph3c,Magic Number,The method contains a magic number: 3,112
emory-courses_cs323,graph.test,MSTAllTest,getGraph3c,Magic Number,The method contains a magic number: 2,112
emory-courses_cs323,graph.test,MSTAllTest,getGraph3c,Magic Number,The method contains a magic number: 2,112
emory-courses_cs323,graph.test,MSTAllTest,getGraph3c,Magic Number,The method contains a magic number: 2,112
emory-courses_cs323,graph.test,MSTAllTest,getGraph3c,Magic Number,The method contains a magic number: 3,112
emory-courses_cs323,graph.test,MSTAllTest,getGraph4a,Magic Number,The method contains a magic number: 4,123
emory-courses_cs323,graph.test,MSTAllTest,getGraph4a,Magic Number,The method contains a magic number: 2,123
emory-courses_cs323,graph.test,MSTAllTest,getGraph4a,Magic Number,The method contains a magic number: 3,123
emory-courses_cs323,graph.test,MSTAllTest,getGraph4a,Magic Number,The method contains a magic number: 2,123
emory-courses_cs323,graph.test,MSTAllTest,getGraph4a,Magic Number,The method contains a magic number: 2,123
emory-courses_cs323,graph.test,MSTAllTest,getGraph4a,Magic Number,The method contains a magic number: 3,123
emory-courses_cs323,graph.test,MSTAllTest,getGraph4a,Magic Number,The method contains a magic number: 2,123
emory-courses_cs323,graph.test,MSTAllTest,getGraph4b,Magic Number,The method contains a magic number: 4,135
emory-courses_cs323,graph.test,MSTAllTest,getGraph4b,Magic Number,The method contains a magic number: 3,135
emory-courses_cs323,graph.test,MSTAllTest,getGraph4b,Magic Number,The method contains a magic number: 3,135
emory-courses_cs323,graph.test,MSTAllTest,getGraph4b,Magic Number,The method contains a magic number: 3,135
emory-courses_cs323,graph.test,MSTAllTest,getGraph4b,Magic Number,The method contains a magic number: 2,135
emory-courses_cs323,graph.test,MSTAllTest,getGraph4b,Magic Number,The method contains a magic number: 3,135
emory-courses_cs323,graph.test,MSTAllTest,getGraph4b,Magic Number,The method contains a magic number: 2,135
emory-courses_cs323,graph.test,MSTAllTest,getGraph4b,Magic Number,The method contains a magic number: 2,135
emory-courses_cs323,graph.test,MSTAllTest,getGraph4b,Magic Number,The method contains a magic number: 3,135
emory-courses_cs323,graph.test,MSTAllTest,getGraph4b,Magic Number,The method contains a magic number: 2,135
emory-courses_cs323,graph.test,MSTAllTest,getGraph4c,Magic Number,The method contains a magic number: 4,148
emory-courses_cs323,graph.test,MSTAllTest,getGraph4c,Magic Number,The method contains a magic number: 2,148
emory-courses_cs323,graph.test,MSTAllTest,getGraph4c,Magic Number,The method contains a magic number: 2,148
emory-courses_cs323,graph.test,MSTAllTest,getGraph4c,Magic Number,The method contains a magic number: 3,148
emory-courses_cs323,graph.test,MSTAllTest,getGraph4c,Magic Number,The method contains a magic number: 3,148
emory-courses_cs323,graph.test,MSTAllTest,getGraph4c,Magic Number,The method contains a magic number: 2,148
emory-courses_cs323,graph.test,MSTAllTest,getGraph4c,Magic Number,The method contains a magic number: 3,148
emory-courses_cs323,graph.test,MSTAllTest,getGraph4c,Magic Number,The method contains a magic number: 3,148
emory-courses_cs323,graph.test,MSTAllTest,getGraph4c,Magic Number,The method contains a magic number: 2,148
emory-courses_cs323,graph.test,MSTAllTest,getGraph4c,Magic Number,The method contains a magic number: 2,148
emory-courses_cs323,graph.test,MSTAllTest,getGraph4c,Magic Number,The method contains a magic number: 3,148
