Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
jbossdemocentral_bpms-travel-agency-demo,com.jboss.soap.service.acmedemo,ObjectFactory,createListAvailablePlanesResponse,Long Identifier,The length of the field _ListAvailablePlanesResponse_QNAME is 34.,101
jbossdemocentral_bpms-travel-agency-demo,com.jboss.soap.service.acmedemo,ObjectFactory,createListAvailablePlanesResponse,Long Statement,The length of the statement "return new JAXBElement<ListAvailablePlanesResponse>(_ListAvailablePlanesResponse_QNAME`ListAvailablePlanesResponse.class`null`value);" is 133.,101
jbossdemocentral_bpms-travel-agency-demo,com.jboss.soap.service.acmedemo,ObjectFactory,createListAvailablePlanesResponse,Long Identifier,The length of the field _ListAvailablePlanesResponse_QNAME is 34.,101
jbossdemocentral_bpms-travel-agency-demo,com.jboss.soap.service.acmedemo,ObjectFactory,createListAvailablePlanesResponse,Long Statement,The length of the statement "return new JAXBElement<ListAvailablePlanesResponse>(_ListAvailablePlanesResponse_QNAME`ListAvailablePlanesResponse.class`null`value);" is 133.,101
jbossdemocentral_bpms-travel-agency-demo,com.jboss.soap.service.acmedemo.impl,SessionIdentifierGenerator,nextSessionId,Magic Number,The method contains a magic number: 130,9
jbossdemocentral_bpms-travel-agency-demo,com.jboss.soap.service.acmedemo.impl,SessionIdentifierGenerator,nextSessionId,Magic Number,The method contains a magic number: 32,9
jbossdemocentral_bpms-travel-agency-demo,com.jboss.soap.service.acmedemo.impl,AcmeDemoInterfaceImpl,listAvailablePlanes,Magic Number,The method contains a magic number: 525,15
jbossdemocentral_bpms-travel-agency-demo,com.jboss.soap.service.acmedemo.impl,AcmeDemoInterfaceImpl,listAvailablePlanes,Magic Number,The method contains a magic number: 12345,15
jbossdemocentral_bpms-travel-agency-demo,com.jboss.soap.service.acmedemo.impl,AcmeDemoInterfaceImpl,cancelBooking,Magic Number,The method contains a magic number: 10,64
jbossdemocentral_bpms-travel-agency-demo,com.jboss.soap.service.acmedemo.impl,AcmeDemoInterfaceImpl,cancelBooking,Magic Number,The method contains a magic number: 5,64
jbossdemocentral_bpms-travel-agency-demo,com.jboss.soap.service.acmedemo.impl,AcmeDemoInterfaceImpl,cancelBooking,Magic Number,The method contains a magic number: 5,64
