Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
crocs-muni_JCAlgTest,algtestprocess,JCinfohtml,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: topFunctionsFile; SIMILARITY_FILE; name; value
crocs-muni_JCAlgTest,algtestprocess,JCinfohtml,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SupportTable; AlgTestProcess; JCinfohtml
crocs-muni_JCAlgTest,algtestprocess,JCinfohtml,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 37 public methods
crocs-muni_JCAlgTest,algtestprocess,JCinfohtml.Pair,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; value
crocs-muni_JCAlgTest,algtestprocess,JCinfohtml.Pair,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
crocs-muni_JCAlgTest,algtestprocess,JCinfohtml.Pair,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: name; value
crocs-muni_JCAlgTest,algtestprocess,SupportTable,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: JCALGTEST_RESULTS_REPO_PATH; JAVA_CARD_VERSION; jcv; java_card_version_array; appletVersion; packageAIDTestPath; JC_SUPPORT_OFFSET; AT_APPLET_OFFSET; PACKAGE_AID_PATH_OFFSET
crocs-muni_JCAlgTest,algtestprocess,SupportTable,Insufficient Modularization,The tool detected the smell in this class because the class is highly complex. The sum of cyclomatic complexity of all methods of this class (i.e. WMC) is: 140
crocs-muni_JCAlgTest,algtestprocess,TPMSupportTable,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: HEADER; BASIC_INFO; BASIC_INFO_TITLES; QUICKTEST_PROPERTIES_FIXED_STR; QUICKTEST_PROPERTIES_FIXED_TITLES; HEX_TO_INT_PROPERTY; TPM2_ALG_ID_STR; TPM2_CC_STR; TPM2_ECC_CURVE_STR; propertiesMap; commands; algorithms; ecc_curves
crocs-muni_JCAlgTest,algtestprocess,TPMSupportTable.ParsePhase,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
crocs-muni_JCAlgTest,algtestprocess,TPMSupportTable.ParsePhase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
crocs-muni_JCAlgTest,algtestprocess,TPMSupportTable.TpmSupportInfo,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: propertiesMap; commands; algorithms; ecc_curves
crocs-muni_JCAlgTest,algtestprocess,TPMSupportTable.TpmSupportInfo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
crocs-muni_JCAlgTest,algtestprocess,TPMSupportTable.TpmSupportInfo,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: propertiesMap; commands; algorithms; ecc_curves
crocs-muni_JCAlgTest,algtestprocess,RunTime,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: category; TABLE_HEAD
crocs-muni_JCAlgTest,algtestprocess,ScalabilityGraph,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: descFunctionsFile
